SGB name	Representative bin	Cluster MAGs
SGB_2753	T2108173959_maxbin2_bins_bin.7	T2108173959_maxbin2_bins_bin.7.fa
SGB_2752	T2108174136_maxbin2_bins_bin.10	T2108174136_maxbin2_bins_bin.10.fa
SGB_2754	T2108173994_maxbin2_bins_bin.4	T2108173994_maxbin2_bins_bin.4.fa
SGB_2755	T2108174056_maxbin2_bins_bin.14	T2108174056_maxbin2_bins_bin.14.fa
SGB_2751	T2109199206_concoct_bins_bin.36	T2109199206_concoct_bins_bin.36.fa
SGB_2749	T2107171969_concoct_bins_bin.69	T2107171969_concoct_bins_bin.69.fa
SGB_2748	T2107171964_concoct_bins_bin.47	"DP1807004472_bin.1.fa,T2107171964_concoct_bins_bin.47.fa,T2109199062_concoct_bins_bin.10.fa,T2107171990_concoct_bins_bin.36.fa"
SGB_2750	T2109199054_concoct_bins_bin.3	"T2109199054_maxbin2_bins_bin.10.fa,T2109199054_concoct_bins_bin.3.fa,SMGC_143.fa"
SGB_1895	T2109198933_concoct_bins_bin.2	"1111525849644631_bin.13.fa,DSKIN0041-1_bin.8.fa,1111525849771545_bin.19.fa,1111525849481190_bin.12.fa,1111525849770374_bin.36.fa,DT2007043851-1_bin.1.fa,1111525849739687_bin.16.fa,1111525849669352_bin.13_new.fa,MET0289_bin.2.fa,1111525849854221_bin.20.fa,1111525849758379_bin.9.fa,1111525849480070_bin.7.fa,1111525849639004_bin.10.fa,1111525849862568_bin.9.fa,1111525849480213_bin.11.fa,1111525849858166_bin.4.fa,1111525849481954_bin.20.fa,1111525849768216_bin.23.fa,1111525849649795_bin.17.fa,1111525849736936_bin.18.fa,1111525849483863_bin.23.fa,1111525849644800_bin.2.fa,1111525849858958_bin.10.fa,1111525849669935_bin.13.fa,1111525849484253_bin.17.fa,1111525849669879_bin.27.fa,1111525849486260_bin.37.fa,1111525849644871_bin.2.fa,1111525849670236_bin.20.fa,1111525849771679_bin.13.fa,1111525849475830_bin.2.fa,1111525849669644_bin.20.fa,1111525849736908_bin.11.fa,DT2007043847-1_bin.7.fa,1111525849645752_bin.9.fa,1111525849638589_bin.1.fa,1111525849650039_bin.5.fa,1111525849664457_bin.11.fa,DSKIN0040-1_bin.1.fa,1111525849759280_bin.20.fa,DT2007043849-1_bin.2.fa,1111525849768046_bin.15.fa,1111525849744228_bin.30.fa,1111525849633480_bin.20.fa,1111525849670572_bin.28.fa,1111525849480910_bin.40.fa,DP1808006742_bin.9.fa,1111525849858375_bin.8.fa,1111525849668081_bin.1.fa,1111525849479196_bin.6.fa,1111525849662680_bin.1.fa,1111525849859956_bin.24.fa,1111525849852394_bin.7.fa,1111525849743756_bin.14.fa,DP1807004362_bin.4_new.fa,DP1806001283_bin.2.fa,DT2007045289-1_bin.1.fa,1111525849479042_bin.10.fa,DP1808006761_bin.7.fa,1111525849486442_bin.3.fa,T2109198933_metabat2_bins_bin.18.fa,T2109198990_metabat2_bins_bin.5.fa,T2109198933_concoct_bins_bin.2.fa,T2109198933_maxbin2_bins_bin.16.fa,T2109198990_maxbin2_bins_bin.12.fa,T2108174102_metabat2_bins_bin.87.fa,T2108174012_metabat2_bins_bin.4.fa,T2108173994_metabat2_bins_bin.12.fa,T2108174013_metabat2_bins_bin.67.fa,T2108174013_maxbin2_bins_bin.17.fa,T2108173978_metabat2_bins_bin.8.fa,T2108174125_metabat2_bins_bin.17.fa,T2108173969_metabat2_bins_bin.5.fa,T2108174012_maxbin2_bins_bin.5.fa,T2108174127_metabat2_bins_bin.57.fa,T2108173967_concoct_bins_bin.64.fa,T2108173968_metabat2_bins_bin.68.fa,T2108174014_metabat2_bins_bin.28.fa,T2108173984_metabat2_bins_bin.66.fa,T2108173953_metabat2_bins_bin.45.fa,T2108174124_metabat2_bins_bin.18.fa,T2108174124_maxbin2_bins_bin.9.fa,T2108174015_metabat2_bins_bin.11.fa,T2108173993_metabat2_bins_bin.30.fa,T2107171972_metabat2_bins_bin.4.fa,R_T2109198934_metabat2_bins_bin.7.fa,R_T2109198934_concoct_bins_bin.18.fa,T2108173936_metabat2_bins_bin.46.fa,T2108173995_metabat2_bins_bin.17.fa,T2108174027_metabat2_bins_bin.22.fa,T2108174098_metabat2_bins_bin.53.fa,T2108174126_metabat2_bins_bin.12.fa,T2109198934_metabat2_bins_bin.7.fa,T2109199010_concoct_bins_bin.1.fa,SMGC_28.fa"
SGB_688	SMGC_36	"MET0447_bin.6.fa,1111525849638565_bin.22.fa,1111525849862536_bin.8.fa,MET0232_bin.5.fa,MET0270_bin.1.fa,MET0890_bin.2.fa,1111525849863945_bin.17.fa,MET0466_bin.3.fa,MET0280_bin.4.fa,MET0224_bin.2.fa,MET0883_bin.7.fa,MET0276_bin.20.fa,1111525849742850_bin.52.fa,MET0225_bin.9.fa,MET0226_bin.10.fa,MET0259_bin.34.fa,1111525849755644_bin.25_new.fa,MET0229_bin.2_new.fa,1111525849755863_bin.8.fa,SMGC_36.fa,T2108174086_metabat2_bins_bin.42.fa,T2108173924_metabat2_bins_bin.30.fa,T2108173918_metabat2_bins_bin.49.fa,T2108173990_metabat2_bins_bin.99.fa,T2108173931_metabat2_bins_bin.78.fa,T2108174041_metabat2_bins_bin.26.fa,T2108174098_metabat2_bins_bin.87.fa,T2108173922_metabat2_bins_bin.101.fa,T2108174052_metabat2_bins_bin.62.fa,T2108173922_concoct_bins_bin.13.fa,T2108173904_metabat2_bins_bin.34.fa,T2108173937_metabat2_bins_bin.63.fa,T2108174052_concoct_bins_bin.90.fa,T2108173915_metabat2_bins_bin.64.fa,T2108174098_maxbin2_bins_bin.18.fa,T2108174018_metabat2_bins_bin.5.fa,T2108174046_metabat2_bins_bin.27.fa,T2108173909_metabat2_bins_bin.43.fa,T2107171953_metabat2_bins_bin.64.fa,T2108174008_metabat2_bins_bin.28.fa,T2108173936_metabat2_bins_bin.19.fa,T2108173918_maxbin2_bins_bin.63.fa,T2108174043_metabat2_bins_bin.88.fa,T2108174046_maxbin2_bins_bin.36.fa,T2108173933_metabat2_bins_bin.7.fa,T2108173897_metabat2_bins_bin.34.fa,T2108173986_metabat2_bins_bin.84.fa,T2107171997_metabat2_bins_bin.73.fa,T2107172023_metabat2_bins_bin.40.fa,T2108173937_maxbin2_bins_bin.19.fa,T2107171953_maxbin2_bins_bin.18.fa,T2108173936_maxbin2_bins_bin.12.fa,T2108173956_metabat2_bins_bin.9.fa,T2108173882_concoct_bins_bin.71.fa,T2108174116_metabat2_bins_bin.11.fa,T2108174114_metabat2_bins_bin.20.fa,T2107171986_metabat2_bins_bin.14.fa,T2108174008_maxbin2_bins_bin.20.fa,T2108173995_metabat2_bins_bin.21.fa,T2107171952_metabat2_bins_bin.8.fa,T2108173933_concoct_bins_bin.44.fa,T2108174093_metabat2_bins_bin.44.fa,T2108174028_metabat2_bins_bin.24.fa,T2108174085_metabat2_bins_bin.5.fa,T2108173896_metabat2_bins_bin.8.fa,T2107171986_concoct_bins_bin.24.fa,T2107171995_metabat2_bins_bin.59.fa,T2107171984_metabat2_bins_bin.22.fa,T2108174088_metabat2_bins_bin.39.fa,T2108174028_maxbin2_bins_bin.15.fa,T2108173972_metabat2_bins_bin.59.fa,T2107171954_metabat2_bins_bin.39.fa,T2108173971_metabat2_bins_bin.39.fa,T2108173956_concoct_bins_bin.60.fa,T2108173994_metabat2_bins_bin.20.fa,T2108173881_metabat2_bins_bin.83.fa,T2108174090_metabat2_bins_bin.41.fa,T2107171967_metabat2_bins_bin.41.fa,T2108174006_metabat2_bins_bin.80.fa,T2108174016_maxbin2_bins_bin.7.fa,T2108174017_metabat2_bins_bin.11.fa,T2108174134_metabat2_bins_bin.1.fa,T2107171995_concoct_bins_bin.68.fa,T2108173993_metabat2_bins_bin.37.fa,T2108173921_metabat2_bins_bin.16.fa,T2108173916_maxbin2_bins_bin.12.fa,T2108174017_concoct_bins_bin.25.fa,T2108174099_metabat2_bins_bin.16.fa,T2108174090_concoct_bins_bin.65.fa,T2107171984_maxbin2_bins_bin.24.fa,T2107172025_metabat2_bins_bin.23.fa,T2108174132_metabat2_bins_bin.7.fa,T2108174096_metabat2_bins_bin.22.fa,T2108174047_metabat2_bins_bin.54.fa,T2108174044_metabat2_bins_bin.72.fa,T2108174044_concoct_bins_bin.86.fa,T2108174047_concoct_bins_bin.131.fa,T2108174067_metabat2_bins_bin.7.fa,T2108174067_concoct_bins_bin.114.fa,T2108173921_maxbin2_bins_bin.21.fa,T2108174026_metabat2_bins_bin.4.fa,T2108174132_maxbin2_bins_bin.9.fa,T2107172025_maxbin2_bins_bin.20.fa,T2108174047_maxbin2_bins_bin.57.fa,T2108173907_metabat2_bins_bin.5.fa,T2107171983_metabat2_bins_bin.2.fa,T2107172007_metabat2_bins_bin.3.fa,T2108173957_metabat2_bins_bin.33.fa,T2108173919_maxbin2_bins_bin.33.fa,T2107171983_concoct_bins_bin.13.fa,T2107172026_metabat2_bins_bin.10.fa,T2108173907_maxbin2_bins_bin.33.fa,T2107172026_concoct_bins_bin.10.fa,T2108174118_concoct_bins_bin.40.fa,T2108174087_maxbin2_bins_bin.29.fa,T2108173946_metabat2_bins_bin.6.fa,T2108173946_concoct_bins_bin.68.fa,T2108174004_concoct_bins_bin.1.fa"
SGB_3076	1111525849858868_bin.10	1111525849858868_bin.10.fa
SGB_652	SMGC_309	"SRR1950780_bin.5.fa,SRR1950779_bin.6.fa,SMGC_309.fa"
SGB_1227	T2108173934_metabat2_bins_bin.47	"T2108173934_metabat2_bins_bin.47.fa,T2107172000_concoct_bins_bin.118.fa,T2107172000_metabat2_bins_bin.2.fa,T2107172000_maxbin2_bins_bin.50.fa,T2108174103_metabat2_bins_bin.149.fa,T2108173937_metabat2_bins_bin.78.fa"
SGB_2962	T2108174046_concoct_bins_bin.14	"T2108174046_concoct_bins_bin.14.fa,T2108174046_metabat2_bins_bin.69.fa"
SGB_133	1111525849640249_bin.47	1111525849640249_bin.47.fa
SGB_43	1111525849480937_bin.7	"1111525849480937_bin.7.fa,1111525849481190_bin.18.fa"
SGB_29	1111525849480093_bin.43	1111525849480093_bin.43.fa
SGB_2756	T2108174119_concoct_bins_bin.50	T2108174119_concoct_bins_bin.50.fa
SGB_526	SMGC_114	"MET0737_bin.6.fa,MET0736_bin.4.fa,MET0210_bin.2.fa,MET0433_bin.4.fa,SMGC_114.fa"
SGB_1748	T2108174126_concoct_bins_bin.11	"MET0251_bin.64.fa,T2108173965_metabat2_bins_bin.41.fa,T2108174126_concoct_bins_bin.11.fa,T2108173965_concoct_bins_bin.30.fa,T2108174133_concoct_bins_bin.40.fa,SMGC_376.fa"
SGB_3109	T2108174062_concoct_bins_bin.143	T2108174062_concoct_bins_bin.143.fa
SGB_906	T2107171978_concoct_bins_bin.67	"T2107171978_metabat2_bins_bin.38.fa,T2107171978_concoct_bins_bin.67.fa,T2107171981_metabat2_bins_bin.61.fa,T2107171981_maxbin2_bins_bin.61.fa,T2107171981_concoct_bins_bin.104.fa,T2108173910_concoct_bins_bin.38.fa"
SGB_877	T2107171960_concoct_bins_bin.27	"1111525849668582_bin.1.fa,T2108174089_metabat2_bins_bin.105.fa,T2108174089_maxbin2_bins_bin.17.fa,T2108174089_concoct_bins_bin.62.fa,T2107171959_concoct_bins_bin.21.fa,T2107171959_metabat2_bins_bin.30.fa,T2107171959_maxbin2_bins_bin.25.fa,T2107171960_concoct_bins_bin.27.fa,T2107171960_metabat2_bins_bin.31.fa,T2108174088_metabat2_bins_bin.4.fa,T2108174088_concoct_bins_bin.74.fa"
SGB_945	T2107171992_metabat2_bins_bin.72	"T2108174142_metabat2_bins_bin.17.fa,T2108174142_maxbin2_bins_bin.21.fa,T2107171992_metabat2_bins_bin.72.fa,T2107171992_concoct_bins_bin.66.fa,T2108174143_metabat2_bins_bin.13.fa"
SGB_943	T2107171992_metabat2_bins_bin.11	"1111525849742850_bin.36.fa,T2107171992_metabat2_bins_bin.11.fa,T2107171992_maxbin2_bins_bin.64.fa,T2107171992_concoct_bins_bin.123.fa,T2108174142_metabat2_bins_bin.1.fa,T2108174142_concoct_bins_bin.10.fa,T2108174142_maxbin2_bins_bin.63.fa,T2108173980_metabat2_bins_bin.198.fa,T2108173980_concoct_bins_bin.234.fa,T2108173978_concoct_bins_bin.136.fa,SMGC_448.fa"
SGB_1693	T2108174102_metabat2_bins_bin.136	"T2108173980_maxbin2_bins_bin.12.fa,T2108174102_metabat2_bins_bin.136.fa,T2108173980_metabat2_bins_bin.44.fa,T2108173978_metabat2_bins_bin.39.fa,T2108174101_metabat2_bins_bin.63.fa,T2108174103_metabat2_bins_bin.127.fa"
SGB_2399	T2108173980_metabat2_bins_bin.186	T2108173980_metabat2_bins_bin.186.fa
SGB_1198	T2108173925_metabat2_bins_bin.50	"1111525849742850_bin.33.fa,1111525849852267_bin.43.fa,1111525849667770_bin.24.fa,T2108173972_concoct_bins_bin.104.fa,T2108173925_concoct_bins_bin.87.fa,T2108173925_metabat2_bins_bin.50.fa,T2107171960_metabat2_bins_bin.18.fa,T2107172000_concoct_bins_bin.42.fa,T2108173922_concoct_bins_bin.8.fa,T2108173922_metabat2_bins_bin.74.fa,T2108173910_metabat2_bins_bin.127.fa,T2108173910_concoct_bins_bin.25.fa,T2107172000_metabat2_bins_bin.10.fa,T2107172000_maxbin2_bins_bin.14.fa,T2107171972_concoct_bins_bin.72.fa,T2107171972_metabat2_bins_bin.23.fa,T2108173886_metabat2_bins_bin.109.fa,T2107171959_concoct_bins_bin.33.fa,T2107171973_concoct_bins_bin.77.fa,T2107171960_concoct_bins_bin.3.fa,T2107171973_metabat2_bins_bin.34.fa,T2108173972_metabat2_bins_bin.28.fa,T2108173922_maxbin2_bins_bin.81.fa,T2107171959_metabat2_bins_bin.9.fa,T2107171973_maxbin2_bins_bin.12.fa,T2108174062_metabat2_bins_bin.161.fa,T2108173978_concoct_bins_bin.138.fa,T2107171971_concoct_bins_bin.31.fa,T2107171971_metabat2_bins_bin.15.fa,T2108174063_concoct_bins_bin.62.fa,T2108174063_metabat2_bins_bin.93.fa,T2108173887_metabat2_bins_bin.164.fa,T2108173920_maxbin2_bins_bin.1.fa,T2108173920_metabat2_bins_bin.116.fa,T2108173918_metabat2_bins_bin.83.fa,T2108173960_metabat2_bins_bin.43.fa,T2108173918_maxbin2_bins_bin.42.fa,T2108173959_metabat2_bins_bin.5.fa,T2108173959_concoct_bins_bin.70.fa,T2107171985_metabat2_bins_bin.23.fa,T2108173958_metabat2_bins_bin.35.fa,T2108174013_metabat2_bins_bin.23.fa,T2108173924_metabat2_bins_bin.3.fa,T2108174061_metabat2_bins_bin.13.fa,T2108174013_maxbin2_bins_bin.74.fa,T2108174013_concoct_bins_bin.64.fa,T2108173924_concoct_bins_bin.9.fa,T2107172002_metabat2_bins_bin.32.fa,T2107172008_metabat2_bins_bin.19.fa,T2107172002_concoct_bins_bin.113.fa,T2108173971_metabat2_bins_bin.1.fa,T2108174102_metabat2_bins_bin.166.fa,T2107172008_concoct_bins_bin.39.fa,T2108174103_metabat2_bins_bin.12.fa,T2108173968_metabat2_bins_bin.6.fa,T2107171961_metabat2_bins_bin.10.fa,T2108173971_maxbin2_bins_bin.67.fa,T2108174101_metabat2_bins_bin.12.fa,T2108173971_concoct_bins_bin.90.fa,T2108174101_concoct_bins_bin.101.fa,T2107172008_maxbin2_bins_bin.32.fa,T2107171961_concoct_bins_bin.56.fa,T2108173968_concoct_bins_bin.5.fa,T2108174043_concoct_bins_bin.89.fa,T2108174103_maxbin2_bins_bin.125.fa,T2108174100_concoct_bins_bin.90.fa,T2108173919_maxbin2_bins_bin.56.fa,SMGC_602.fa"
SGB_2397	T2108174062_maxbin2_bins_bin.36	T2108174062_maxbin2_bins_bin.36.fa
SGB_2396	T2107171953_concoct_bins_bin.34	T2107171953_concoct_bins_bin.34.fa
SGB_1853	T2108174144_concoct_bins_bin.141	"T2108174144_metabat2_bins_bin.53.fa,T2108174144_concoct_bins_bin.141.fa"
SGB_2400	T2108173973_concoct_bins_bin.88	T2108173973_concoct_bins_bin.88.fa
SGB_2403	T2108174111_concoct_bins_bin.125	T2108174111_concoct_bins_bin.125.fa
SGB_2401	T2108174081_concoct_bins_bin.104	T2108174081_concoct_bins_bin.104.fa
SGB_2402	T2107171953_metabat2_bins_bin.9	T2107171953_metabat2_bins_bin.9.fa
SGB_2404	T2108173934_metabat2_bins_bin.112	T2108173934_metabat2_bins_bin.112.fa
SGB_1662	T2108174089_concoct_bins_bin.148	T2108174089_concoct_bins_bin.148.fa
SGB_1208	T2108173931_concoct_bins_bin.12	"MET0251_bin.46.fa,T2108173931_concoct_bins_bin.12.fa,T2108173931_metabat2_bins_bin.57.fa,T2108173931_maxbin2_bins_bin.35.fa,T2108173930_metabat2_bins_bin.37.fa,T2108173930_concoct_bins_bin.72.fa,T2108174126_metabat2_bins_bin.89.fa,T2108174126_concoct_bins_bin.132.fa,T2108174062_metabat2_bins_bin.56.fa,T2108174062_concoct_bins_bin.197.fa,T2108174048_metabat2_bins_bin.20.fa,T2108173925_metabat2_bins_bin.32.fa,T2108174048_concoct_bins_bin.43.fa,T2108173925_concoct_bins_bin.15.fa,T2108174063_concoct_bins_bin.76.fa,T2108174051_concoct_bins_bin.70.fa,SMGC_419.fa"
SGB_2394	T2108173975_concoct_bins_bin.35	"T2108173975_concoct_bins_bin.35.fa,T2108173975_maxbin2_bins_bin.79.fa"
SGB_1429	T2108174007_metabat2_bins_bin.29	"T2108174007_metabat2_bins_bin.29.fa,T2108174007_concoct_bins_bin.34.fa,T2108174144_metabat2_bins_bin.26.fa,T2108174144_concoct_bins_bin.17.fa,T2108174144_maxbin2_bins_bin.55.fa"
SGB_2796	T2108173980_metabat2_bins_bin.82	T2108173980_metabat2_bins_bin.82.fa
SGB_924	T2107171985_concoct_bins_bin.73	"T2107171985_metabat2_bins_bin.10.fa,T2107171985_concoct_bins_bin.73.fa"
SGB_1459	T2108174023_concoct_bins_bin.43	"T2108174023_metabat2_bins_bin.59.fa,T2108174023_concoct_bins_bin.43.fa"
SGB_1383	T2108173992_concoct_bins_bin.97	"T2108173992_metabat2_bins_bin.85.fa,T2108173992_concoct_bins_bin.97.fa"
SGB_1665	T2108174089_concoct_bins_bin.66	"T2108174089_metabat2_bins_bin.62.fa,T2108174089_concoct_bins_bin.66.fa,T2108174089_maxbin2_bins_bin.85.fa"
SGB_2794	T2108173897_concoct_bins_bin.100	T2108173897_concoct_bins_bin.100.fa
SGB_987	T2107172016_concoct_bins_bin.82	"T2107172016_metabat2_bins_bin.23.fa,T2107172016_concoct_bins_bin.82.fa"
SGB_2793	T2108173980_concoct_bins_bin.201	T2108173980_concoct_bins_bin.201.fa
SGB_1350	T2108173986_concoct_bins_bin.58	"T2108173986_metabat2_bins_bin.53.fa,T2108173986_concoct_bins_bin.58.fa"
SGB_2792	T2108174014_concoct_bins_bin.102	T2108174014_concoct_bins_bin.102.fa
SGB_1444	T2108174013_metabat2_bins_bin.57	"T2108174013_metabat2_bins_bin.57.fa,T2108174013_concoct_bins_bin.54.fa"
SGB_1272	T2108173961_metabat2_bins_bin.40	"1111525849742850_bin.31.fa,T2108173920_metabat2_bins_bin.122.fa,T2108173920_maxbin2_bins_bin.49.fa,T2108173920_concoct_bins_bin.91.fa,T2108173961_metabat2_bins_bin.40.fa,T2108173910_metabat2_bins_bin.67.fa,T2107172000_metabat2_bins_bin.8.fa,T2108173910_maxbin2_bins_bin.74.fa,T2108173910_concoct_bins_bin.149.fa,T2107172000_concoct_bins_bin.101.fa,T2108173886_metabat2_bins_bin.63.fa,T2108174142_metabat2_bins_bin.83.fa,T2108174142_maxbin2_bins_bin.43.fa,T2107171992_metabat2_bins_bin.143.fa,T2108174102_metabat2_bins_bin.140.fa,T2108173958_metabat2_bins_bin.80.fa,T2108173958_concoct_bins_bin.95.fa,T2107171992_maxbin2_bins_bin.32.fa,T2107171992_concoct_bins_bin.69.fa,T2108173978_metabat2_bins_bin.75.fa"
SGB_1563	T2108174062_concoct_bins_bin.160	"T2108174062_concoct_bins_bin.160.fa,SMGC_604.fa"
SGB_1559	T2108174062_concoct_bins_bin.134	"T2108174062_metabat2_bins_bin.82.fa,T2108174062_concoct_bins_bin.134.fa"
SGB_890	T2107171968_concoct_bins_bin.49	"T2107171968_metabat2_bins_bin.32.fa,T2107171968_concoct_bins_bin.49.fa,T2108174145_metabat2_bins_bin.7.fa,T2108174145_maxbin2_bins_bin.42.fa,T2108174145_concoct_bins_bin.92.fa,T2108174147_metabat2_bins_bin.7.fa,T2108174147_concoct_bins_bin.47.fa,T2108174147_maxbin2_bins_bin.89.fa,T2108173910_metabat2_bins_bin.117.fa,T2108173910_concoct_bins_bin.39.fa,T2108173975_concoct_bins_bin.82.fa"
SGB_3077	T2107171967_concoct_bins_bin.45	"T2107171967_concoct_bins_bin.45.fa,T2107171967_maxbin2_bins_bin.91.fa"
SGB_1315	T2108173978_metabat2_bins_bin.72	T2108173978_metabat2_bins_bin.72.fa
SGB_1114	T2108173895_concoct_bins_bin.55	"T2108173895_concoct_bins_bin.55.fa,T2108173895_metabat2_bins_bin.72.fa,T2108173895_maxbin2_bins_bin.45.fa,T2108173894_concoct_bins_bin.9.fa"
SGB_1818	T2108174135_concoct_bins_bin.92	"T2108174135_maxbin2_bins_bin.39.fa,T2108174135_metabat2_bins_bin.17.fa,T2108174135_concoct_bins_bin.92.fa"
SGB_220	1111525849736936_bin.29	1111525849736936_bin.29.fa
SGB_2685	T2108174119_concoct_bins_bin.68	T2108174119_concoct_bins_bin.68.fa
SGB_3075	1111525849858229_bin.7	1111525849858229_bin.7.fa
SGB_158	1111525849640573_bin.37	"1111525849640573_bin.37.fa,1111525849663683_bin.9.fa,1111525849767265_bin.25.fa"
SGB_237	1111525849737484_bin.20	"1111525849737484_bin.20.fa,1111525849486576_bin.58.fa"
SGB_2686	T2108174058_metabat2_bins_bin.38	T2108174058_metabat2_bins_bin.38.fa
SGB_1775	T2108174127_metabat2_bins_bin.81	"T2108174127_metabat2_bins_bin.81.fa,T2108174127_maxbin2_bins_bin.27.fa"
SGB_1063	T2108173886_concoct_bins_bin.121	"T2108173887_metabat2_bins_bin.183.fa,T2108173887_maxbin2_bins_bin.81.fa,T2108173943_metabat2_bins_bin.81.fa,T2108173944_metabat2_bins_bin.58.fa,T2108173944_maxbin2_bins_bin.32.fa,T2108173886_concoct_bins_bin.121.fa,T2108173886_metabat2_bins_bin.68.fa,T2108173886_maxbin2_bins_bin.75.fa,T2107171995_metabat2_bins_bin.68.fa,T2107171995_concoct_bins_bin.69.fa,T2107171997_metabat2_bins_bin.26.fa,T2107171997_concoct_bins_bin.87.fa,T2108173909_concoct_bins_bin.107.fa,T2108173909_maxbin2_bins_bin.79.fa"
SGB_168	1111525849645106_bin.7	"1111525849645106_bin.7.fa,1111525849480093_bin.17.fa,1111525849862212_bin.21.fa"
SGB_14	1111525849478674_bin.44	"1111525849478674_bin.44.fa,1111525849752591_bin.37.fa"
SGB_3074	T2108174135_metabat2_bins_bin.144	"T2108174135_metabat2_bins_bin.144.fa,T2108174135_maxbin2_bins_bin.80.fa"
SGB_1300	T2108173978_concoct_bins_bin.112	"T2108173978_metabat2_bins_bin.127.fa,T2108173978_concoct_bins_bin.112.fa,T2108173977_concoct_bins_bin.118.fa"
SGB_2684	T2108173949_concoct_bins_bin.71	T2108173949_concoct_bins_bin.71.fa
SGB_1307	T2108173978_concoct_bins_bin.28	"T2108173978_metabat2_bins_bin.121.fa,T2108173978_concoct_bins_bin.28.fa,T2108173978_maxbin2_bins_bin.153.fa"
SGB_964	T2107172006_concoct_bins_bin.0	"T2108173904_metabat2_bins_bin.22.fa,T2108173904_concoct_bins_bin.11.fa,T2108173904_maxbin2_bins_bin.52.fa,T2107172006_maxbin2_bins_bin.46.fa,T2107172006_metabat2_bins_bin.30.fa,T2107172006_concoct_bins_bin.0.fa,T2108174072_metabat2_bins_bin.35.fa,T2108174072_maxbin2_bins_bin.56.fa,T2108174074_metabat2_bins_bin.31.fa,T2108174072_concoct_bins_bin.123.fa,T2108174074_maxbin2_bins_bin.40.fa,T2108174074_concoct_bins_bin.46.fa,T2108173897_maxbin2_bins_bin.40.fa,T2108173897_metabat2_bins_bin.23.fa,T2108173897_concoct_bins_bin.94.fa,T2108173920_maxbin2_bins_bin.143.fa,T2108173920_concoct_bins_bin.47.fa,T2107171959_concoct_bins_bin.50.fa,T2107171967_concoct_bins_bin.86.fa"
SGB_1449	T2108174016_concoct_bins_bin.52	"T2108174016_metabat2_bins_bin.15.fa,T2108174016_concoct_bins_bin.52.fa,T2108174016_maxbin2_bins_bin.46.fa"
SGB_3078	1111525849737484_bin.11	1111525849737484_bin.11.fa
SGB_362	1111525849854152_bin.39	1111525849854152_bin.39.fa
SGB_149	1111525849640249_bin.93	1111525849640249_bin.93.fa
SGB_1075	T2108173887_concoct_bins_bin.126	"T2108173887_concoct_bins_bin.126.fa,T2108173887_metabat2_bins_bin.83.fa,T2108173887_maxbin2_bins_bin.113.fa,T2108173886_concoct_bins_bin.97.fa"
SGB_111	1111525849640249_bin.14	1111525849640249_bin.14.fa
SGB_2723	T2108173887_concoct_bins_bin.129	T2108173887_concoct_bins_bin.129.fa
SGB_302	1111525849758776_bin.21	1111525849758776_bin.21.fa
SGB_318	1111525849767596_bin.13	1111525849767596_bin.13.fa
SGB_1802	T2108174135_concoct_bins_bin.108	"T2108174135_metabat2_bins_bin.130.fa,T2108174135_concoct_bins_bin.108.fa"
SGB_409	1111525849861985_bin.50	1111525849861985_bin.50.fa
SGB_10	1111525849478674_bin.29	1111525849478674_bin.29.fa
SGB_1244	T2108173944_concoct_bins_bin.4	"T2108173943_concoct_bins_bin.123.fa,T2108173943_metabat2_bins_bin.59.fa,T2108173944_concoct_bins_bin.4.fa,T2108173944_metabat2_bins_bin.81.fa,T2108173887_metabat2_bins_bin.138.fa,T2108173887_concoct_bins_bin.122.fa,T2108174051_concoct_bins_bin.3.fa,T2108174051_metabat2_bins_bin.33.fa,T2108174051_maxbin2_bins_bin.99.fa,T2108174050_concoct_bins_bin.20.fa,T2108173886_metabat2_bins_bin.156.fa,T2108173886_concoct_bins_bin.80.fa"
SGB_1127	T2108173904_concoct_bins_bin.115	"T2108173904_metabat2_bins_bin.3.fa,T2108173904_concoct_bins_bin.115.fa,T2108173978_metabat2_bins_bin.59.fa,T2108173978_concoct_bins_bin.65.fa,T2108173978_maxbin2_bins_bin.150.fa"
SGB_1203	T2108173926_concoct_bins_bin.70	T2108173926_concoct_bins_bin.70.fa
SGB_1070	T2108173886_metabat2_bins_bin.24	"T2108173887_metabat2_bins_bin.43.fa,T2108173887_maxbin2_bins_bin.53.fa,T2108173886_metabat2_bins_bin.24.fa,T2108173886_maxbin2_bins_bin.58.fa,T2108173886_concoct_bins_bin.11.fa"
SGB_1081	T2108173887_concoct_bins_bin.31	"T2108173887_metabat2_bins_bin.134.fa,T2108173887_maxbin2_bins_bin.101.fa,T2108173887_concoct_bins_bin.31.fa,T2108173886_metabat2_bins_bin.96.fa,T2108173886_concoct_bins_bin.25.fa"
SGB_1044	T2108173882_concoct_bins_bin.16	"T2108173882_metabat2_bins_bin.93.fa,T2108173882_concoct_bins_bin.16.fa,T2108173881_concoct_bins_bin.2.fa,T2108173883_concoct_bins_bin.96.fa"
SGB_412	1111525849861985_bin.58	"1111525849858348_bin.16.fa,1111525849861985_bin.58.fa"
SGB_1113	T2108173895_concoct_bins_bin.5	"T2108173895_concoct_bins_bin.5.fa,T2108173895_maxbin2_bins_bin.62.fa,T2108173894_concoct_bins_bin.78.fa"
SGB_3255	1111525849758776_bin.25	1111525849758776_bin.25.fa
SGB_2073	T2108174067_concoct_bins_bin.26	T2108174067_concoct_bins_bin.26.fa
