user_genome	classification	classification_color	Genome_size	Completeness	Contamination	checkM	checkM_ann	Cultured	ncbi_genome_category
T2108173861_metabat2_bins_bin.41	Actinomycetota	#F19A97	2464980	81.61	5.624	1	MQ	1	unclassified
T2108173863_metabat2_bins_bin.24	Actinomycetota	#F19A97	2534967	92.29	2.504	1	HQ	1	classified
T2108173978_concoct_bins_bin.28	Aquificota	#F8C172	1568673	93.76	2.31	1	HQ	1	classified
T2108174016_concoct_bins_bin.52	Aquificota	#F8C172	1599655	97.56	1.44	1	HQ	1	classified
T2107172006_concoct_bins_bin.0	Aquificota	#F8C172	1626838	98.98	1.355	1	HQ	1	classified
1111525849478674_bin.29	Armatimonadota	#E1E189	5408544	82.87	0.31	1	MQ	1	unclassified
T2108173887_concoct_bins_bin.126	Armatimonadota	#E1E189	5829991	83.84	0.648	1	MQ	1	unclassified
1111525849640249_bin.14	Armatimonadota	#E1E189	5946000	95.37	0.21	1	HQ	1	unclassified
T2108173904_concoct_bins_bin.115	Armatimonadota	#E1E189	2759973	91.51	3.909	1	HQ	1	classified
T2108173944_concoct_bins_bin.4	Armatimonadota	#E1E189	3957483	88.88	0.925	1	MQ	1	unclassified
1111525849640249_bin.93	Armatimonadota	#E1E189	9864764	92.95	1.23	1	HQ	1	unclassified
T2108174135_concoct_bins_bin.108	Armatimonadota	#E1E189	5350979	89.81	2.314	1	MQ	1	unclassified
T2108173887_concoct_bins_bin.129	Armatimonadota	#E1E189	5198241	70.27	0.925	1	MQ	1	unclassified
1111525849758776_bin.21	Armatimonadota	#E1E189	6005877	93.06	2.78	1	HQ	1	unclassified
1111525849737484_bin.11	Armatimonadota	#E1E189	5290936	60.13	1.08	1	MQ	1	unclassified
1111525849767596_bin.13	Armatimonadota	#E1E189	2541554	92.59	0.93	1	HQ	1	unclassified
1111525849854152_bin.39	Armatimonadota	#E1E189	6250149	94.68	0.93	1	HQ	1	unclassified
1111525849861985_bin.50	Armatimonadota	#E1E189	5056437	88.43	3.7	1	MQ	1	unclassified
T2108173866_concoct_bins_bin.87	Bacillota	#C9A295	1384071	82.15	3.672	1	MQ	1	unclassified
T2108173866_metabat2_bins_bin.33	Bacillota	#C9A295	2191154	75.91	4.31	1	MQ	1	classified
T2108173867_concoct_bins_bin.134	Bacillota	#C9A295	2008758	98.46	0.108	1	HQ	1	classified
T2108173906_maxbin2_bins_bin.4	Bacillota	#C9A295	6695294	81.55	5.56	1	MQ	1	classified
T2108173910_concoct_bins_bin.21	Bacillota	#C9A295	601751	96.53	2.82	1	HQ	1	classified
T2108173910_metabat2_bins_bin.144	Bacillota	#C9A295	1543035	93.09	0.69	1	HQ	1	classified
T2108173910_metabat2_bins_bin.97	Bacillota	#C9A295	2709245	82.52	4.419	1	MQ	1	classified
T2108173914_concoct_bins_bin.99	Bacillota	#C9A295	3906550	98.88	1.35	1	HQ	1	classified
T2108173918_concoct_bins_bin.78	Bacillota	#C9A295	1599790	85.71	9.73	1	MQ	1	unclassified
T2108173922_metabat2_bins_bin.49	Bacillota	#C9A295	1535777	78.9	0.44	1	MQ	1	classified
T2108173922_metabat2_bins_bin.65	Bacillota	#C9A295	1903798	79.38	9.678	1	MQ	1	classified
T2108173934_metabat2_bins_bin.94	Bacillota	#C9A295	1992307	84.42	3.005	1	MQ	1	classified
T2108173937_metabat2_bins_bin.51	Bacillota	#C9A295	2348389	95.58	2.762	1	HQ	1	classified
T2108173947_concoct_bins_bin.9	Bacillota	#C9A295	2554317	97.79	2.578	1	HQ	1	classified
T2108173953_concoct_bins_bin.68	Bacillota	#C9A295	1447716	97.81	1.366	1	HQ	1	classified
T2108173953_concoct_bins_bin.73	Bacillota	#C9A295	1540379	76.44	6.439	1	MQ	1	unclassified
T2108173958_metabat2_bins_bin.61	Bacillota	#C9A295	1428921	78.42	4.396	1	MQ	1	classified
T2108173972_metabat2_bins_bin.33	Bacillota	#C9A295	1202215	93.55	0.552	1	HQ	1	classified
T2108173973_metabat2_bins_bin.70	Bacillota	#C9A295	2141018	91.3	1.532	1	HQ	1	unclassified
T2108173975_metabat2_bins_bin.21	Bacillota	#C9A295	1305794	80.11	5.064	1	MQ	1	classified
T2108173975_metabat2_bins_bin.59	Bacillota	#C9A295	1316696	88.13	0.588	1	MQ	1	unclassified
T2108173978_metabat2_bins_bin.14	Bacillota	#C9A295	1895300	86.4	4.467	1	MQ	1	unclassified
T2108173978_metabat2_bins_bin.156	Bacillota	#C9A295	1763329	82.39	2.421	1	MQ	1	classified
T2108173978_metabat2_bins_bin.68	Bacillota	#C9A295	1060951	85.71	0.952	1	MQ	1	unclassified
T2108173980_maxbin2_bins_bin.37	Bacillota	#C9A295	927291	89.71	1.498	1	MQ	1	unclassified
T2108173986_metabat2_bins_bin.51	Bacillota	#C9A295	1961052	89.08	2.49	1	MQ	1	classified
T2108173990_metabat2_bins_bin.18	Bacillota	#C9A295	1846846	97.3	1.648	1	HQ	1	classified
T2108173994_maxbin2_bins_bin.10	Bacillota	#C9A295	7281781	77.09	9.869	1	MQ	1	classified
T2108173999_concoct_bins_bin.117	Bacillota	#C9A295	1633860	84.98	3.082	1	MQ	1	classified
T2108174006_concoct_bins_bin.123	Bacillota	#C9A295	1550775	80.79	2.711	1	MQ	1	classified
T2108174010_metabat2_bins_bin.39	Bacillota	#C9A295	2324753	76.96	2.988	1	MQ	1	classified
T2108174013_metabat2_bins_bin.68	Bacillota	#C9A295	1697459	96.25	0.555	1	HQ	1	unclassified
T2108174021_metabat2_bins_bin.42	Bacillota	#C9A295	1715545	89.76	1.879	1	MQ	1	classified
T2108174023_metabat2_bins_bin.80	Bacillota	#C9A295	1439781	85.76	0.187	1	MQ	1	classified
T2108174040_concoct_bins_bin.22	Bacillota	#C9A295	3096694	99.47	3.429	1	HQ	1	classified
T2108174040_maxbin2_bins_bin.24	Bacillota	#C9A295	2120851	77.24	4.391	1	MQ	1	classified
T2108174041_metabat2_bins_bin.51	Bacillota	#C9A295	1550356	83.1	5.93	1	MQ	1	unclassified
T2108174043_metabat2_bins_bin.21	Bacillota	#C9A295	2446568	76.36	2.623	1	MQ	1	classified
T2108174043_metabat2_bins_bin.89	Bacillota	#C9A295	1683165	98.36	1.202	1	HQ	1	unclassified
T2108174044_concoct_bins_bin.154	Bacillota	#C9A295	1980416	87.87	4.872	1	MQ	1	unclassified
T2108174044_concoct_bins_bin.176	Bacillota	#C9A295	1761492	82.94	4.182	1	MQ	1	classified
T2108174044_concoct_bins_bin.43	Bacillota	#C9A295	2684641	98.01	2.546	1	HQ	1	classified
T2108174044_metabat2_bins_bin.100	Bacillota	#C9A295	2456474	97.7	3.735	1	HQ	1	unclassified
T2108174051_metabat2_bins_bin.138	Bacillota	#C9A295	1809869	86.22	2.865	1	MQ	1	unclassified
T2108174052_concoct_bins_bin.113	Bacillota	#C9A295	3208093	96.37	6.557	1	MQ	1	classified
T2108174052_concoct_bins_bin.73	Bacillota	#C9A295	4572767	86.18	1.542	1	MQ	1	classified
T2108174060_concoct_bins_bin.1	Bacillota	#C9A295	2298500	93.1	1.196	1	HQ	1	classified
T2108174062_metabat2_bins_bin.103	Bacillota	#C9A295	1499437	92.33	0.555	1	HQ	1	classified
T2108174063_metabat2_bins_bin.56	Bacillota	#C9A295	2476902	88.65	2.033	1	MQ	1	classified
T2108174068_concoct_bins_bin.34	Bacillota	#C9A295	2074410	86.05	6.226	1	MQ	1	classified
T2108174068_maxbin2_bins_bin.16	Bacillota	#C9A295	2603776	76.95	7.143	1	MQ	1	unclassified
T2108174080_concoct_bins_bin.5	Bacillota	#C9A295	1766375	90.19	4.529	1	HQ	1	unclassified
T2108174080_metabat2_bins_bin.62	Bacillota	#C9A295	1302534	91.11	0.758	1	HQ	1	unclassified
T2108174085_concoct_bins_bin.30	Bacillota	#C9A295	1983353	98.46	0.271	1	HQ	1	classified
T2108174085_metabat2_bins_bin.4	Bacillota	#C9A295	1764114	96.99	3.099	1	HQ	1	classified
T2108174086_metabat2_bins_bin.22	Bacillota	#C9A295	1831853	93.11	1.092	1	HQ	1	classified
T2108174087_concoct_bins_bin.9	Bacillota	#C9A295	1997751	99.02	0	1	HQ	1	classified
T2108174089_concoct_bins_bin.104	Bacillota	#C9A295	1988138	93.32	0	1	HQ	1	classified
T2108174089_concoct_bins_bin.157	Bacillota	#C9A295	2374114	99.81	0.361	1	HQ	1	unclassified
T2108174089_metabat2_bins_bin.82	Bacillota	#C9A295	1806070	83.31	1.753	1	MQ	1	classified
T2108174101_metabat2_bins_bin.53	Bacillota	#C9A295	1345353	90.77	1.566	1	HQ	1	unclassified
T2108174102_concoct_bins_bin.7	Bacillota	#C9A295	1852912	84.9	1.972	1	MQ	1	classified
T2108174103_concoct_bins_bin.173	Bacillota	#C9A295	2242072	97.26	2.059	1	HQ	1	classified
T2108174103_metabat2_bins_bin.14	Bacillota	#C9A295	1952611	79.03	4.375	1	MQ	1	classified
T2108174105_maxbin2_bins_bin.6	Bacillota	#C9A295	9124918	96.96	1.767	1	HQ	1	classified
T2108174117_concoct_bins_bin.32	Bacillota	#C9A295	1256031	99.41	0.442	1	HQ	1	classified
T2108174119_concoct_bins_bin.46	Bacillota	#C9A295	2336864	83.36	9.07	1	MQ	1	classified
T2108174127_concoct_bins_bin.140	Bacillota	#C9A295	2776400	85.17	3.652	1	MQ	1	classified
T2108174127_maxbin2_bins_bin.75	Bacillota	#C9A295	2435250	96.5	2.293	1	HQ	1	classified
T2108174133_concoct_bins_bin.83	Bacillota	#C9A295	1426423	80.28	1.374	1	MQ	1	classified
1111525849479196_bin.10	Bacillota	#C9A295	1734671	79.99	8.27	1	MQ	1	unclassified
T2108174137_metabat2_bins_bin.9	Bacillota	#C9A295	2160395	98.29	0.568	1	HQ	1	classified
T2108174140_concoct_bins_bin.45	Bacillota	#C9A295	1859926	95.05	2.637	1	HQ	1	unclassified
1111525849663683_bin.19	Bacillota	#C9A295	1830307	93.97	0	1	HQ	1	classified
T2108174143_concoct_bins_bin.88	Bacillota	#C9A295	1724401	85.65	2.083	1	MQ	1	classified
T2108174143_metabat2_bins_bin.66	Bacillota	#C9A295	2037585	97.23	0	1	HQ	1	classified
T2108174145_maxbin2_bins_bin.34	Bacillota	#C9A295	1919925	75.43	9.639	1	MQ	1	classified
T2108174145_metabat2_bins_bin.49	Bacillota	#C9A295	1754646	88.16	5.026	1	MQ	1	classified
T2109198874_concoct_bins_bin.21	Bacillota	#C9A295	2107875	99.54	0.169	1	HQ	1	classified
T2109198891_concoct_bins_bin.15	Bacillota	#C9A295	2033427	98.47	3.35	1	HQ	1	classified
T2109198897_maxbin2_bins_bin.3	Bacillota	#C9A295	5385592	96.96	2.135	1	HQ	1	classified
T2109198907_concoct_bins_bin.10	Bacillota	#C9A295	3465545	99.24	0.955	1	HQ	1	classified
T2109198923_concoct_bins_bin.2	Bacillota	#C9A295	4453506	97.26	3.697	1	HQ	1	classified
T2109198938_concoct_bins_bin.30	Bacillota	#C9A295	3142251	99.34	0	1	HQ	1	unclassified
T2109198943_concoct_bins_bin.21	Bacillota	#C9A295	5483427	99.33	0.678	1	HQ	1	classified
T2109198955_concoct_bins_bin.34	Bacillota	#C9A295	1931857	98.35	0.549	1	HQ	1	classified
T2109198956_metabat2_bins_bin.20	Bacillota	#C9A295	2848912	98.87	0.751	1	HQ	1	classified
T2109198957_concoct_bins_bin.11	Bacillota	#C9A295	5907114	99	0.599	1	HQ	1	classified
T2109198971_metabat2_bins_bin.13	Bacillota	#C9A295	2746496	93.44	2.129	1	HQ	1	classified
T2109198974_concoct_bins_bin.25	Bacillota	#C9A295	4576453	94.81	2.538	1	HQ	1	classified
T2109198976_metabat2_bins_bin.25	Bacillota	#C9A295	3133165	99.33	0	1	HQ	1	classified
T2109198977_concoct_bins_bin.32	Bacillota	#C9A295	2817647	99.62	0	1	HQ	1	classified
T2109198980_concoct_bins_bin.14	Bacillota	#C9A295	3996113	97.58	0.516	1	HQ	1	classified
T2109198985_concoct_bins_bin.3	Bacillota	#C9A295	1918630	100	0.011	1	HQ	1	classified
T2109198996_concoct_bins_bin.5	Bacillota	#C9A295	1807108	89.8	2.965	1	MQ	1	classified
T2109198997_metabat2_bins_bin.6	Bacillota	#C9A295	4311731	99.33	0.551	1	HQ	1	classified
T2109198999_concoct_bins_bin.0	Bacillota	#C9A295	1952847	96.13	0.552	1	HQ	1	classified
T2109199002_concoct_bins_bin.29	Bacillota	#C9A295	2300024	100	0	1	HQ	1	classified
T2109199002_metabat2_bins_bin.9	Bacillota	#C9A295	2325084	93.32	4.119	1	HQ	1	unclassified
T2109199008_concoct_bins_bin.7	Bacillota	#C9A295	4623340	99.33	0.331	1	HQ	1	classified
T2109199008_maxbin2_bins_bin.14	Bacillota	#C9A295	4281825	75.55	4.68	1	MQ	1	classified
T2109199028_metabat2_bins_bin.8	Bacillota	#C9A295	2567619	99.44	1.841	1	HQ	1	classified
T2109199032_metabat2_bins_bin.9	Bacillota	#C9A295	2635260	99.62	0	1	HQ	1	classified
T2109199040_maxbin2_bins_bin.7	Bacillota	#C9A295	2675852	94.29	8.221	1	MQ	1	classified
T2109199045_concoct_bins_bin.6	Bacillota	#C9A295	1661526	99.43	0.07	1	HQ	1	classified
T2109199053_concoct_bins_bin.11	Bacillota	#C9A295	2745986	99.44	1.944	1	HQ	1	classified
T2109199056_maxbin2_bins_bin.4	Bacillota	#C9A295	1549450	76.36	7.65	1	MQ	1	classified
T2109199059_concoct_bins_bin.34	Bacillota	#C9A295	2370359	95.58	1.841	1	HQ	1	classified
T2109199060_concoct_bins_bin.3	Bacillota	#C9A295	1885145	99.61	0	1	HQ	1	classified
T2109199065_metabat2_bins_bin.12	Bacillota	#C9A295	2134596	95.07	0.69	1	HQ	1	classified
T2109199075_concoct_bins_bin.2	Bacillota	#C9A295	2750393	97.13	0.551	1	HQ	1	classified
T2109199085_concoct_bins_bin.41	Bacillota	#C9A295	1565762	96.77	2.006	1	HQ	1	classified
T2109199085_concoct_bins_bin.42	Bacillota	#C9A295	3351684	99.31	2.84	1	HQ	1	classified
T2109199140_concoct_bins_bin.11	Bacillota	#C9A295	5305799	99.33	0	1	HQ	1	classified
T2109199163_concoct_bins_bin.14	Bacillota	#C9A295	4588638	99.33	2.869	1	HQ	1	unclassified
T2109199163_metabat2_bins_bin.25	Bacillota	#C9A295	4044858	75.86	0.862	1	MQ	1	classified
T2109199167_concoct_bins_bin.19	Bacillota	#C9A295	3607365	97.16	1.855	1	HQ	1	classified
T2109199171_concoct_bins_bin.15	Bacillota	#C9A295	5292871	99.22	0	1	HQ	1	classified
T2109199171_concoct_bins_bin.41	Bacillota	#C9A295	5021519	90.65	2.538	1	HQ	1	classified
T2109199175_concoct_bins_bin.34	Bacillota	#C9A295	1969067	91.66	5.429	1	MQ	1	unclassified
T2109199175_concoct_bins_bin.9	Bacillota	#C9A295	5710413	99	2.915	1	HQ	1	classified
T2109199176_metabat2_bins_bin.29	Bacillota	#C9A295	1977964	95.05	0.549	1	HQ	1	classified
T2109199183_concoct_bins_bin.28	Bacillota	#C9A295	4767177	96.7	4.348	1	HQ	1	classified
T2109199186_concoct_bins_bin.20	Bacillota	#C9A295	1825062	94.77	1.657	1	HQ	1	classified
1111525849478105_bin.17	Bacillota	#C9A295	1835258	87.24	3.28	1	MQ	1	unclassified
T2108173905_concoct_bins_bin.83	Bacillota	#C9A295	1693350	62.4	1.097	1	MQ	1	classified
T2107171985_concoct_bins_bin.112	Bacillota	#C9A295	1414468	51.1	8.017	1	MQ	1	unclassified
T2108174102_maxbin2_bins_bin.116	Bacillota	#C9A295	1010021	65.14	9.069	1	MQ	1	classified
1111525849755644_bin.40	Bacillota	#C9A295	500857	60.91	0	1	MQ	1	classified
T2108174127_maxbin2_bins_bin.80	Bacillota	#C9A295	1766180	50.31	9.482	1	MQ	1	classified
T2108173992_maxbin2_bins_bin.65	Bacillota	#C9A295	2555155	72.01	6.603	1	MQ	1	classified
T2107171978_concoct_bins_bin.34	Bacillota	#C9A295	2164038	50.97	3.448	1	MQ	1	classified
T2109198983_metabat2_bins_bin.10	Bacillota	#C9A295	1513023	55.35	0	1	MQ	1	classified
T2109198916_metabat2_bins_bin.1	Bacillota	#C9A295	1465128	58.92	0	1	MQ	1	classified
T2109199174_concoct_bins_bin.40	Bacillota	#C9A295	3155573	53.69	4.788	1	MQ	1	classified
T2109198973_maxbin2_bins_bin.8	Bacillota	#C9A295	3659408	51.2	8.63	1	MQ	1	classified
T2109198971_concoct_bins_bin.2	Bacillota	#C9A295	2986467	51.03	1.638	1	MQ	1	unclassified
T2109199171_metabat2_bins_bin.13	Bacillota	#C9A295	1176356	67.85	0	1	MQ	1	classified
T2109198899_maxbin2_bins_bin.12	Bacillota	#C9A295	1836144	55.71	5.357	1	MQ	1	classified
T2109199123_concoct_bins_bin.21	Bacillota	#C9A295	3227892	54.73	5.891	1	MQ	1	classified
T2109198958_concoct_bins_bin.35	Bacillota	#C9A295	1662561	54.96	3.077	1	MQ	1	unclassified
T2107172010_metabat2_bins_bin.90	Bacillota	#C9A295	1456290	69.39	2.98	1	MQ	1	classified
T2109199192_concoct_bins_bin.20	Bacillota	#C9A295	1652519	56.43	2.509	1	MQ	1	classified
T2108173905_metabat2_bins_bin.54	Bacillota	#C9A295	1171070	67.69	8.989	1	MQ	1	unclassified
T2108173936_metabat2_bins_bin.15	Bacillota	#C9A295	1249001	59.86	8.984	1	MQ	1	unclassified
MET0207_bin.1	Bacillota	#C9A295	902760	57.48	0.36	1	MQ	1	unclassified
T2108174063_metabat2_bins_bin.28	Bacillota	#C9A295	1699783	71.98	2.914	1	MQ	1	classified
T2108173957_metabat2_bins_bin.4	Bacillota	#C9A295	1084732	58.12	2.613	1	MQ	1	classified
T2107172016_metabat2_bins_bin.79	Bacillota	#C9A295	1427312	64.36	3.21	1	MQ	1	classified
T2108174143_metabat2_bins_bin.49	Bacillota	#C9A295	1360207	64.52	5.608	1	MQ	1	classified
T2108173918_metabat2_bins_bin.28	Bacillota	#C9A295	1263332	56.89	1.724	1	MQ	1	unclassified
T2108173922_metabat2_bins_bin.136	Bacillota	#C9A295	892317	53.39	3.128	1	MQ	1	unclassified
T2108174122_metabat2_bins_bin.60	Bacillota	#C9A295	1414083	68.41	6.034	1	MQ	1	unclassified
T2108173978_maxbin2_bins_bin.131	Bacillota	#C9A295	1318049	57.72	7.686	1	MQ	1	classified
T2107172010_maxbin2_bins_bin.118	Bacillota	#C9A295	1701535	58.93	8.62	1	MQ	1	classified
T2107171959_maxbin2_bins_bin.43	Bacillota	#C9A295	1808363	53.52	5.241	1	MQ	1	classified
T2108173920_concoct_bins_bin.114	Bacillota	#C9A295	1428701	56	4.029	1	MQ	1	classified
T2108173891_concoct_bins_bin.23	Bacillota	#C9A295	772224	54.15	6.217	1	MQ	1	classified
1111525849736908_bin.7	Bacillota	#C9A295	1199864	65.03	3.46	1	MQ	1	classified
T2108173977_metabat2_bins_bin.5	Bacillota	#C9A295	1191680	66.28	0.743	1	MQ	1	classified
T2108174044_metabat2_bins_bin.65	Bacillota	#C9A295	1135621	59.59	2.947	1	MQ	1	classified
T2108174062_metabat2_bins_bin.35	Bacillota	#C9A295	1268002	61.42	0.561	1	MQ	1	classified
T2108173973_metabat2_bins_bin.67	Bacillota	#C9A295	1147787	58.75	1.292	1	MQ	1	classified
T2108174143_metabat2_bins_bin.7	Bacillota	#C9A295	1537232	57.25	5.304	1	MQ	1	classified
MET0103_bin.3	Bacillota	#C9A295	1610919	60.21	5.26	1	MQ	1	classified
MET0310_bin.28_new	Bacillota	#C9A295	1437541	50.29	7.02	1	MQ	1	classified
MET1256_bin.2	Bacillota	#C9A295	1359851	59.09	5.26	1	MQ	1	classified
T2108174027_metabat2_bins_bin.31	Bacillota	#C9A295	1448537	55.55	2.631	1	MQ	1	classified
MET0207_bin.49	Bacillota	#C9A295	1733053	55.58	0	1	MQ	1	unclassified
MET0715_bin.7_new	Bacillota	#C9A295	1703906	50.51	3.51	1	MQ	1	classified
T2108174074_concoct_bins_bin.85	Bacillota	#C9A295	1896103	74.97	5.811	1	MQ	1	classified
T2108174133_concoct_bins_bin.104	Bacillota	#C9A295	1751283	50.45	1.754	1	MQ	1	unclassified
T2108174070_concoct_bins_bin.45	Bacillota	#C9A295	1122761	54.99	3.209	1	MQ	1	classified
1111525849740170_bin.11	Bacillota	#C9A295	1208462	58.54	8.33	1	MQ	1	unclassified
T2108174044_metabat2_bins_bin.12	Bacillota	#C9A295	899744	50.91	2.586	1	MQ	1	classified
T2108174016_metabat2_bins_bin.70	Bacillota	#C9A295	1035274	52.87	6.034	1	MQ	1	classified
T2108174019_concoct_bins_bin.26	Bacillota	#C9A295	1109931	61.93	6.829	1	MQ	1	classified
MET0734_bin.2_new	Bacillota	#C9A295	1124664	58.74	5.95	1	MQ	1	classified
T2108174009_concoct_bins_bin.37	Bacillota	#C9A295	1261817	68.99	7.697	1	MQ	1	classified
1111525849861219_bin.29	Bacillota	#C9A295	1852214	92.7	7.72	1	MQ	1	classified
1111525849860954_bin.38	Bacillota	#C9A295	1697285	68.83	6.03	1	MQ	1	unclassified
1111525849852366_bin.5	Bacillota	#C9A295	1674656	78.01	5.84	1	MQ	1	classified
1111525849736183_bin.4	Bacillota	#C9A295	1218911	67.69	1.77	1	MQ	1	unclassified
MET0219_bin.4_new	Bacillota	#C9A295	1041438	57.23	1.19	1	MQ	1	classified
1111525849633480_bin.22	Bacillota	#C9A295	1324275	65.86	6.17	1	MQ	1	unclassified
T2108174087_metabat2_bins_bin.27	Bacillota	#C9A295	969729	50.63	0	1	MQ	1	unclassified
T2108173928_metabat2_bins_bin.40	Bacillota	#C9A295	1238318	53.5	2.631	1	MQ	1	unclassified
1111525849479926_bin.1	Bacillota	#C9A295	1470517	51.72	8.62	1	MQ	1	classified
1111525849638565_bin.13	Bacillota	#C9A295	1398154	73.46	6.58	1	MQ	1	unclassified
1111525849660463_bin.3	Bacillota	#C9A295	1568266	54.62	6.9	1	MQ	1	unclassified
1111525849743460_bin.22	Bacillota	#C9A295	1153758	56.77	6.87	1	MQ	1	unclassified
1111525849479042_bin.6	Bacillota	#C9A295	1030711	53.65	3.74	1	MQ	1	unclassified
T2108174003_maxbin2_bins_bin.67	Bacillota	#C9A295	1434941	51.45	8.322	1	MQ	1	unclassified
MET0094_bin.1	Bacillota	#C9A295	1380612	56	3.45	1	MQ	1	classified
1111525849739687_bin.15	Bacillota	#C9A295	1377567	66.91	4.1	1	MQ	1	classified
T2109199163_concoct_bins_bin.12	Bacillota	#C9A295	1077789	56.81	2.499	1	MQ	1	classified
MET0658_bin.22	Bacillota	#C9A295	1378998	61.03	7.4	1	MQ	1	unclassified
T2108173911_concoct_bins_bin.52	Bacillota	#C9A295	1627338	53.52	8.646	1	MQ	1	unclassified
T2108174102_concoct_bins_bin.157	Bacillota	#C9A295	1219346	50.92	9.013	1	MQ	1	classified
T2108173948_concoct_bins_bin.32	Bacillota	#C9A295	1009141	56.47	2.799	1	MQ	1	unclassified
T2108174076_concoct_bins_bin.49	Bacillota	#C9A295	2302459	55.06	7.068	1	MQ	1	unclassified
T2108174040_metabat2_bins_bin.28	Bacillota	#C9A295	819020	56.89	0	1	MQ	1	classified
T2109199169_concoct_bins_bin.22	Bacillota	#C9A295	3955984	54.54	7.017	1	MQ	1	classified
T2108174080_maxbin2_bins_bin.105	Bacillota	#C9A295	1379054	50.91	9.665	1	MQ	1	unclassified
T2108174108_concoct_bins_bin.57	Bacillota	#C9A295	1300385	61.82	4.908	1	MQ	1	classified
T2107172002_concoct_bins_bin.100	Bacillota	#C9A295	1466798	60.22	9.412	1	MQ	1	classified
T2108173900_metabat2_bins_bin.81	Bacillota	#C9A295	1136475	58.3	4.761	1	MQ	1	classified
T2108174065_maxbin2_bins_bin.74	Bacillota	#C9A295	1962853	51.3	6.69	1	MQ	1	unclassified
T2108174010_metabat2_bins_bin.21	Bacillota	#C9A295	1255530	71.55	8.699	1	MQ	1	classified
T2108173904_maxbin2_bins_bin.33	Bacillota	#C9A295	1761079	70.14	8.62	1	MQ	1	classified
T2108174098_maxbin2_bins_bin.38	Bacillota	#C9A295	1519072	59.95	1.724	1	MQ	1	unclassified
T2108174121_maxbin2_bins_bin.4	Bacillota	#C9A295	7936725	67.44	7.103	1	MQ	1	classified
T2108174069_maxbin2_bins_bin.37	Bacillota	#C9A295	1833228	50.86	9.482	1	MQ	1	classified
T2108173941_metabat2_bins_bin.42	Bacillota	#C9A295	1656947	62.95	2.394	1	MQ	1	classified
T2108174046_maxbin2_bins_bin.97	Bacillota	#C9A295	4270187	58.93	5.172	1	MQ	1	unclassified
T2108174144_metabat2_bins_bin.44	Bacillota	#C9A295	1834341	65.87	5.305	1	MQ	1	classified
T2108174093_maxbin2_bins_bin.11	Bacillota	#C9A295	1734274	51.38	2.348	1	MQ	1	classified
T2109199188_maxbin2_bins_bin.6	Bacillota	#C9A295	2173019	55.17	1.724	1	MQ	1	classified
T2108173909_metabat2_bins_bin.28	Bacillota	#C9A295	1616141	50.86	0	1	MQ	1	classified
T2109199036_metabat2_bins_bin.5	Bacillota	#C9A295	2041791	62.06	0	1	MQ	1	classified
R_T2109198906_maxbin2_bins_bin.3	Bacillota	#C9A295	1780260	58.43	1.609	1	MQ	1	classified
T2109199002_metabat2_bins_bin.14	Bacillota	#C9A295	1161411	51.72	0	1	MQ	1	classified
T2108174128_maxbin2_bins_bin.48	Bacillota	#C9A295	2145021	54.81	8.62	1	MQ	1	classified
1111525849753914_bin.23	Bacillota	#C9A295	1667493	51.72	5.17	1	MQ	1	classified
T2108173904_maxbin2_bins_bin.39	Bacillota	#C9A295	1151651	56.34	5.172	1	MQ	1	unclassified
T2109198871_maxbin2_bins_bin.6	Bacillota	#C9A295	5134298	57.21	8.965	1	MQ	1	unclassified
T2109199215_metabat2_bins_bin.14	Bacillota	#C9A295	1709630	62.93	1.724	1	MQ	1	classified
MET0282_bin.6	Bacillota	#C9A295	1156126	51.77	0.53	1	MQ	1	classified
T2108173967_maxbin2_bins_bin.20	Bacillota	#C9A295	1577366	51.98	6.752	1	MQ	1	classified
T2108174057_maxbin2_bins_bin.22	Bacillota	#C9A295	2925147	69.82	8.62	1	MQ	1	unclassified
T2109199113_metabat2_bins_bin.10	Bacillota	#C9A295	799844	55.17	1.724	1	MQ	1	classified
T2109199184_maxbin2_bins_bin.1	Bacillota	#C9A295	1870850	52.58	7.758	1	MQ	1	classified
T2108173979_metabat2_bins_bin.36	Bacillota	#C9A295	3039097	56.87	6.896	1	MQ	1	classified
T2108174092_maxbin2_bins_bin.33	Bacillota	#C9A295	4200586	52.58	6.034	1	MQ	1	classified
T2109199012_maxbin2_bins_bin.14	Bacillota	#C9A295	2191412	50.11	9.287	1	MQ	1	classified
T2108174027_maxbin2_bins_bin.27	Bacillota	#C9A295	1543140	50.82	9.074	1	MQ	1	unclassified
T2107172003_maxbin2_bins_bin.19	Bacillota	#C9A295	1971814	55.12	8.458	1	MQ	1	classified
T2109199193_metabat2_bins_bin.12	Bacillota	#C9A295	1135803	52.73	0.408	1	MQ	1	unclassified
T2108174007_maxbin2_bins_bin.38	Bacillota	#C9A295	1818975	58.9	9.874	1	MQ	1	unclassified
T2109199084_metabat2_bins_bin.13	Bacillota	#C9A295	1481769	50	3.448	1	MQ	1	classified
T2109198952_metabat2_bins_bin.1	Bacillota	#C9A295	678503	52.58	0.862	1	MQ	1	classified
T2109199076_metabat2_bins_bin.24	Bacillota	#C9A295	1357982	60.13	6.414	1	MQ	1	unclassified
T2109198917_metabat2_bins_bin.2	Bacillota	#C9A295	885725	60.81	2.586	1	MQ	1	classified
T2108173957_metabat2_bins_bin.20	Bacillota	#C9A295	1298951	59.5	5.172	1	MQ	1	unclassified
