SGB	ann	HAN_mean	ZANG_mean	p	type	FC	group
T2108174102_metabat2_bins_bin.70		2.47e-08	1.54e-07	0.601422137414362	A	2.64034740399759	pass
T2108174103_concoct_bins_bin.127	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas aerolata	2e-08	6.62e-08	3.2869969466507	A	1.72683121703249	ZANG
T2108174103_concoct_bins_bin.173		1.75e-07	5.33e-07	0.410456592507266	A	1.60678061092685	pass
T2108174103_metabat2_bins_bin.14		4.08e-08	1.21e-07	0.0544858508056598	A	1.56836599019046	pass
T2108174103_metabat2_bins_bin.20	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium squillarum	1.41e-08	4.5e-08	3.18217954909451	A	1.67422983881824	ZANG
T2108174104_concoct_bins_bin.37		1.01e-07	1.31e-07	0.233264354111284	A	0.375211518785655	pass
T2108174105_maxbin2_bins_bin.4		8e-06	6.57e-06	0.456995801220392	A	-0.284106629452395	pass
T2108174105_maxbin2_bins_bin.6		6.02e-06	5.2e-06	0.292057651686054	A	-0.211251863731248	pass
T2108174107_concoct_bins_bin.112		1.33e-07	4.06e-08	0.00322403939254775	A	-1.71187461320338	pass
T2108174107_concoct_bins_bin.163		2.8e-07	2.05e-07	1.52183384578649	A	-0.44980291743952	pass
T2108174107_maxbin2_bins_bin.23		4.21e-07	1.53e-08	0.276981959281388	A	-4.78221667526111	pass
T2108174107_metabat2_bins_bin.34		1.05e-07	9.34e-08	0.182861202027259	A	-0.168894872843823	pass
T2108174107_metabat2_bins_bin.64		4.4e-08	5.3e-08	0.614737035123899	A	0.268488835925902	pass
T2108174110_concoct_bins_bin.88		1.79e-08	9.55e-08	0.562208477533466	A	2.41554114565885	pass
T2108174111_concoct_bins_bin.65		2.79e-08	3e-08	0.0402777422198949	A	0.104697378666693	pass
T2108174111_concoct_bins_bin.81		6.75e-08	1.24e-07	1.78092393252888	A	0.877380713336044	pass
T2108174111_concoct_bins_bin.92		1.2e-07	7.65e-08	0.101479131278614	A	-0.649502752915867	pass
T2108174111_metabat2_bins_bin.10		3.56e-08	3.93e-08	0.0473322415769537	A	0.142652071292209	pass
T2108174111_metabat2_bins_bin.11		1.45e-08	1.31e-08	0.205362759429391	A	-0.146486088477484	pass
T2108174111_metabat2_bins_bin.14		1.87e-08	3.69e-08	1.57305462865718	A	0.98058254617276	pass
T2108174111_metabat2_bins_bin.28		4.17e-08	3.77e-08	0.0402777422198949	A	-0.145482860175999	pass
T2108174111_metabat2_bins_bin.34	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	1.31e-07	3.71e-07	2.53401490835157	A	1.50185237508335	ZANG
T2108174111_metabat2_bins_bin.36		1.59e-08	1.64e-08	0.0333217877657408	A	0.0446690493337283	pass
T2108174111_metabat2_bins_bin.9		4.17e-08	3.54e-08	0.0917599182761353	A	-0.236298023361666	pass
T2108174113_concoct_bins_bin.53		4.03e-06	1.98e-06	1.8980407096117	A	-1.02527940844836	pass
T2108174114_concoct_bins_bin.13		4.98e-08	1.15e-07	1.1155555937671	A	1.20741621376366	pass
T2108174114_concoct_bins_bin.97		4.05e-08	1.27e-07	1.36352830223021	A	1.64883468388754	pass
T2108174114_metabat2_bins_bin.52		9.34e-08	1.71e-07	0.156748325829933	A	0.872501870063598	pass
T2108174115_concoct_bins_bin.59	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria rosea	4.28e-07	1.45e-06	4.87942606879415	A	1.76037019850115	ZANG
T2108174117_concoct_bins_bin.32		1.7e-06	2.5e-06	0.0728071364263825	A	0.556393348524385	pass
T2108174117_concoct_bins_bin.43	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Enteractinococcus;s__	2.99e-08	1.8e-07	2.43011518777974	A	2.58977951701893	ZANG
T2108174117_concoct_bins_bin.6		4.36e-08	1.05e-07	1.66736393056002	A	1.26798928777656	pass
T2108174117_concoct_bins_bin.7		4.91e-08	1.11e-07	1.44161684031568	A	1.17676474692278	pass
T2108174117_metabat2_bins_bin.22	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	4.04e-08	3e-07	3.88157322928168	A	2.89253530263145	ZANG
T2108174119_concoct_bins_bin.46		3.69e-08	3.34e-08	0.205382373066264	A	-0.143772713586344	pass
T2108174120_metabat2_bins_bin.24		2.24e-06	2.37e-08	1.16859695602863	A	-6.56246786293407	pass
T2108174120_metabat2_bins_bin.31		1.45e-06	2.3e-08	0.0402777422198949	A	-5.97827522884528	pass
T2108174122_concoct_bins_bin.3		3.82e-08	6.27e-08	1.17755130925504	A	0.71489280476629	pass
T2108174122_concoct_bins_bin.61		1.6e-07	1.24e-07	0.0197032240618713	A	-0.367731784500487	pass
T2108174122_metabat2_bins_bin.28		1.41e-07	1.33e-07	0.267071875343497	A	-0.0842689168976039	pass
T2108174122_metabat2_bins_bin.52		6.07e-08	5.72e-08	0.725683576731174	A	-0.0856813694772925	pass
T2108174122_metabat2_bins_bin.66		4.21e-07	5.94e-07	1.15967525064776	A	0.49664269773437	pass
T2108174123_concoct_bins_bin.101		1.46e-08	1.42e-08	0.0298805867061615	A	-0.0400774393753352	pass
T2108174123_concoct_bins_bin.64		2.81e-07	3.13e-07	0.107382440896284	A	0.155592526711692	pass
T2108174123_concoct_bins_bin.75		3.09e-08	1.2e-08	0.0860101150175161	A	-1.36457243229586	pass
T2108174123_concoct_bins_bin.8		5.6e-08	2.52e-08	0.302249088121927	A	-1.15200309344505	pass
T2108174123_concoct_bins_bin.96		3.75e-08	2.2e-08	1.16859695602863	A	-0.769387071858584	pass
T2108174123_metabat2_bins_bin.7		1.72e-08	1.99e-08	1.59905531120066	A	0.210359865841551	pass
T2108174124_concoct_bins_bin.47		1.12e-08	6.76e-07	1.44161684031568	A	5.91545260911194	pass
T2108174124_concoct_bins_bin.89	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella clevelandensis_A	4.35e-07	1.43e-06	3.08689112395412	A	1.71692784092966	ZANG
T2108174125_concoct_bins_bin.86		2.28e-08	3.22e-07	1.7425996306475	A	3.81995495883724	pass
T2108174126_concoct_bins_bin.11		2.86e-08	3.58e-08	0.00974369254382789	A	0.323944440485867	pass
T2108174126_concoct_bins_bin.119		3.38e-08	3.59e-08	0.036787482491054	A	0.086960597540867	pass
T2108174126_concoct_bins_bin.130		1.44e-08	1.78e-08	0.043796352744702	A	0.305808429524085	pass
T2108174126_concoct_bins_bin.17		3.1e-08	4.4e-08	0.119370585341706	A	0.505235308250422	pass
T2108174126_concoct_bins_bin.36		8.16e-08	2.22e-07	1.34433756692695	A	1.44391861926597	pass
T2108174126_metabat2_bins_bin.27		4.54e-08	1.3e-07	0.312553775751744	A	1.5177474206249	pass
T2108174126_metabat2_bins_bin.35		4.69e-08	1.64e-07	0.0841024863116943	A	1.80603598699007	pass
T2108174126_metabat2_bins_bin.44		4.09e-08	1.84e-07	0.416171129707883	A	2.16953301800263	pass
T2108174126_metabat2_bins_bin.80		1.2e-08	2.01e-08	0.107382440896284	A	0.74416109557041	pass
T2108174126_metabat2_bins_bin.83		3.93e-08	1.13e-07	0.499271034018718	A	1.52372155504394	pass
T2108174126_metabat2_bins_bin.87		3.63e-08	3.86e-08	0.233264354111284	A	0.0886312992723298	pass
T2108174127_concoct_bins_bin.103		2.33e-08	1.84e-08	0.0130394549465827	A	-0.340624188597267	pass
T2108174127_concoct_bins_bin.106		6.44e-08	1.4e-07	1.93404451988832	A	1.12029423371771	pass
T2108174127_concoct_bins_bin.140		2.15e-08	2.21e-08	0.0333245853987716	A	0.0397097098019712	pass
T2108174127_concoct_bins_bin.181		1.72e-08	4.92e-08	1.15981664941852	A	1.51624975063714	pass
T2108174127_concoct_bins_bin.4		1.81e-08	3.33e-08	0.0544858508056598	A	0.879532479988057	pass
T2108174127_concoct_bins_bin.61		1.97e-08	2.77e-08	0.214574304706602	A	0.491690346592812	pass
T2108174127_concoct_bins_bin.7		3.43e-08	3.12e-08	0.0230713774589126	A	-0.136662547310564	pass
T2108174127_concoct_bins_bin.89	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp014837045	1.66e-08	1.35e-07	2.96488458859558	A	3.02370426059127	ZANG
T2108174127_maxbin2_bins_bin.149		1.87e-08	1.8e-08	0.0690986287753908	A	-0.055041363557962	pass
T2108174127_maxbin2_bins_bin.75		4.17e-08	4.23e-08	0.219190192063077	A	0.020610279675286	pass
T2108174127_metabat2_bins_bin.113	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__Dietzia cercidiphylli	4.53e-08	1.49e-07	2.37276301687983	A	1.71772937530329	ZANG
T2108174127_metabat2_bins_bin.118	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium chocolatum	9.44e-09	3.08e-08	2.23567439437402	A	1.70607158622042	ZANG
T2108174127_metabat2_bins_bin.17		1.28e-08	2.76e-08	1.9093980345511	A	1.10852445677817	pass
T2108174127_metabat2_bins_bin.27	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Citricoccus;s__Citricoccus muralis	1.52e-08	3.67e-08	2.90826974903551	A	1.27170873939963	ZANG
T2108174127_metabat2_bins_bin.45		1.47e-08	1.53e-08	0.0617391299211325	A	0.0577154978562874	pass
T2108174127_metabat2_bins_bin.72	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobium sp001423335	1.32e-08	2.69e-08	2.44955088572808	A	1.02706824319817	ZANG
T2108174127_metabat2_bins_bin.81		1.59e-08	1.55e-08	1.22744136664484	A	-0.0367585500101178	pass
T2108174127_metabat2_bins_bin.99	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia sandarakina_A	1.79e-08	7.8e-08	2.85221395685015	A	2.12351453648535	ZANG
T2108174128_concoct_bins_bin.123		1.33e-08	1.41e-08	0.0995197280608677	A	0.0842689168976039	pass
T2108174128_concoct_bins_bin.93	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__	1.44e-07	3.37e-06	2.20441985358248	A	4.54860787462691	ZANG
T2108174128_metabat2_bins_bin.26		2.9e-08	3.71e-08	0.867792569872403	A	0.355366286605869	pass
T2108174131_concoct_bins_bin.116		3.11e-08	2.69e-08	0.292057651686054	A	-0.209308407573978	pass
T2108174131_concoct_bins_bin.120		1.54e-08	1.74e-08	0.421914970911604	A	0.176156955153827	pass
T2108174131_concoct_bins_bin.38	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__	7.04e-06	3e-08	3.67993060536438	A	-7.87446911791614	HAN
T2108174131_concoct_bins_bin.6		1.95e-08	2.1e-08	0.328224027329931	A	0.106915203916512	pass
T2108174131_maxbin2_bins_bin.53		1.62e-08	1.84e-08	0.468925791231152	A	0.183711953172388	pass
T2108174131_metabat2_bins_bin.53		1.19e-08	2.26e-08	2.56706805044095	A	0.925361199107244	pass
T2108174131_metabat2_bins_bin.8		2.47e-08	1.7e-08	0.302249088121927	A	-0.538976295446976	pass
T2108174133_concoct_bins_bin.118		1.34e-07	1.59e-07	0.317748715045869	A	0.246793764826583	pass
T2108174133_concoct_bins_bin.139		8.88e-08	8.28e-08	0.581678516113894	A	-0.100928908850781	pass
T2108174133_concoct_bins_bin.17		6.21e-08	1.5e-07	0.844598413311374	A	1.27229732716276	pass
T2108174133_concoct_bins_bin.57		5.6e-08	1.06e-07	2.76217335888864	A	0.920565532505595	pass
T2108174133_concoct_bins_bin.70		2.2e-08	4.99e-08	0.852298131957816	A	1.1815362918126	pass
T2108174133_concoct_bins_bin.83		2.4e-08	2.23e-08	0.0728071364263825	A	-0.105990695688214	pass
T2108174133_maxbin2_bins_bin.52	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas_A;s__	2.39e-08	9.73e-08	2.18003086149128	A	2.02542918680036	ZANG
T2108174133_maxbin2_bins_bin.64		5.2e-08	1.18e-07	1.02975106496361	A	1.18220333122075	pass
T2108174133_metabat2_bins_bin.1		2.5e-07	2.12e-07	0.115348575013852	A	-0.237863830098888	pass
T2108174133_metabat2_bins_bin.18		1.09e-07	2.49e-07	0.223854090976084	A	1.19181760729115	pass
T2108174133_metabat2_bins_bin.31		1.16e-07	6.78e-07	1.3157993530443	A	2.54716046800877	pass
T2108174133_metabat2_bins_bin.33		3.31e-08	2.75e-08	0.0975734009975499	A	-0.267399598395196	pass
T2108174133_metabat2_bins_bin.74		2.43e-08	8.45e-08	1.51168998881632	A	1.79799502756377	pass
T2108174134_metabat2_bins_bin.3		3.67e-06	3.58e-06	0.036787482491054	A	-0.0358204755789564	pass
T2108174135_concoct_bins_bin.1		1.41e-08	1.35e-08	0	A	-0.0627357553479628	pass
T2108174135_concoct_bins_bin.108		1.12e-08	1.14e-08	0.0197032240618713	A	0.0255350921071375	pass
T2108174135_concoct_bins_bin.113		1.57e-08	1.34e-08	0.111352547822901	A	-0.228531558433855	pass
T2108174135_concoct_bins_bin.130		1.23e-08	1.06e-08	0.0654033184145668	A	-0.21459405077604	pass
T2108174135_concoct_bins_bin.134		4.5e-08	1.64e-08	0.302249088121927	A	-1.45622918659895	pass
T2108174135_concoct_bins_bin.17		1.84e-08	1.58e-08	0.156748325829933	A	-0.21978120787991	pass
T2108174135_concoct_bins_bin.2		1.41e-08	1.3e-08	0.0765469028463834	A	-0.117183539370339	pass
T2108174135_concoct_bins_bin.23		2.11e-08	1.32e-08	0.135719731840314	A	-0.676705069348732	pass
T2108174135_concoct_bins_bin.37		2.06e-08	1.34e-08	0.200808182578245	A	-0.620411336725446	pass
T2108174135_concoct_bins_bin.56		1.28e-08	1.26e-08	0.0956269928394498	A	-0.0227200765000835	pass
T2108174135_concoct_bins_bin.59		1.69e-08	2.4e-08	0.543011003893469	A	0.506011159326334	pass
T2108174135_concoct_bins_bin.66		2.22e-08	1.92e-08	0.127492812217958	A	-0.20945336562895	pass
T2108174135_concoct_bins_bin.69		2.19e-08	1.57e-08	0.00974369254382789	A	-0.480166310709546	pass
T2108174135_concoct_bins_bin.73		2.15e-08	1.85e-08	0.480974534910099	A	-0.216811389073148	pass
T2108174135_concoct_bins_bin.78		1.2e-08	1.1e-08	0.0879184378632013	A	-0.125530882083859	pass
T2108174135_concoct_bins_bin.89		1.97e-08	1.29e-08	0.439322742520516	A	-0.610824564033122	pass
T2108174135_concoct_bins_bin.90		1.45e-08	1.52e-08	0.276981959281388	A	0.0680184234286508	pass
T2108174135_concoct_bins_bin.92		1.51e-08	1.42e-08	0.0473322415769537	A	-0.0886576198203968	pass
T2108174135_concoct_bins_bin.94		1.4e-08	1.27e-08	0.209944582195557	A	-0.140598330172801	pass
T2108174135_concoct_bins_bin.95		1.52e-08	1.19e-08	0.555779084956549	A	-0.353109750135642	pass
T2108174135_maxbin2_bins_bin.29		5.04e-07	2.12e-07	0.480974534910099	A	-1.24935946893672	pass
T2108174135_metabat2_bins_bin.110		1.26e-08	1.31e-08	0.511618101754974	A	0.0561430780375336	pass
T2108174135_metabat2_bins_bin.113		1.3e-08	1.17e-08	0.238010828201703	A	-0.15200309344505	pass
T2108174135_metabat2_bins_bin.115		2.97e-08	2.57e-08	0.156748325829933	A	-0.208694571606888	pass
T2108174135_metabat2_bins_bin.120		2.42e-07	2.05e-07	0.0841024863116943	A	-0.239383137769149	pass
T2108174135_metabat2_bins_bin.129		9.44e-09	1.12e-08	0.795354225990864	A	0.246639967583125	pass
T2108174135_metabat2_bins_bin.13		1.47e-08	1.46e-08	0.555779084956549	A	-0.00984778595634702	pass
T2108174135_metabat2_bins_bin.139		1.26e-08	1.2e-08	1.14206862045663	A	-0.070389327891398	pass
T2108174135_metabat2_bins_bin.16		1.18e-08	1.26e-08	0.333504500382279	A	0.0946368741380753	pass
T2108174135_metabat2_bins_bin.23		1.25e-08	1.33e-08	0.307387250591952	A	0.0894981508391026	pass
T2108174135_metabat2_bins_bin.4		3.14e-08	2.65e-08	0.152489641908655	A	-0.244772199441066	pass
T2108174135_metabat2_bins_bin.57		3.87e-08	3.3e-08	0.242784936593376	A	-0.229867541898595	pass
T2108174135_metabat2_bins_bin.61		1.93e-08	1.61e-08	0.462945973210716	A	-0.261540159153464	pass
T2108174135_metabat2_bins_bin.76		1.64e-08	1.46e-08	0.156748325829933	A	-0.167727445738067	pass
T2108174135_metabat2_bins_bin.85		1.33e-07	8.49e-08	0.139872607826881	A	-0.647589786835513	pass
T2108174137_concoct_bins_bin.36		1.76e-08	3.46e-08	1.7863340503569	A	0.975196608999428	pass
T2108174137_concoct_bins_bin.52		1.37e-08	1.67e-08	0.732880923017334	A	0.285672209513525	pass
T2108174137_metabat2_bins_bin.9	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus massiliensis	4e-08	6.12e-07	2.32842758650941	A	3.93545974780529	ZANG
T2108174140_concoct_bins_bin.45		7.09e-08	3.91e-07	1.18668347120324	A	2.4633110749552	pass
T2108174140_concoct_bins_bin.47	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea agglomerans	6.55e-07	1.72e-06	2.46881803750964	A	1.39284175316465	ZANG
T2108174140_concoct_bins_bin.71	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__	6.92e-08	6.97e-07	3.92231966046997	A	3.33231471311906	ZANG
T2108174140_metabat2_bins_bin.28		2.49e-08	4.94e-07	0.530363605813621	A	4.31029339440396	pass
T2108174141_metabat2_bins_bin.21		5.92e-07	1.16e-06	1.17755130925504	A	0.970455724385984	pass
T2108174142_concoct_bins_bin.114		2.78e-08	1.46e-07	0.562208477533466	A	2.39281158104387	pass
T2108174142_concoct_bins_bin.59		2.41e-08	2.3e-08	0.416171129707883	A	-0.0673992852855863	pass
T2108174142_metabat2_bins_bin.14	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Citricoccus;s__	8.34e-08	8.53e-07	2.08384673994176	A	3.35442645276099	ZANG
T2108174142_metabat2_bins_bin.42		2.98e-08	6.08e-08	0.836930319755747	A	1.02875899298142	pass
T2108174143_concoct_bins_bin.141	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus prevotii	7.34e-08	4.42e-07	2.54715826902533	A	2.59019440143558	ZANG
T2108174143_concoct_bins_bin.88		3.13e-08	4.23e-08	0.601422137414362	A	0.434495006187331	pass
T2108174143_metabat2_bins_bin.66		1.05e-07	2.29e-07	1.01297805436291	A	1.12495827043082	pass
T2108174144_concoct_bins_bin.119		1.06e-07	4.35e-08	0.410596201974151	A	-1.28497695871447	pass
T2108174144_concoct_bins_bin.130		7.34e-08	2.07e-08	0.0581249820728135	A	-1.82614929534389	pass
T2108174144_concoct_bins_bin.141		1.54e-07	4.47e-08	0.399115245648396	A	-1.78458361439895	pass
T2108174144_concoct_bins_bin.35		2.39e-07	1.24e-07	0.806573621743493	A	-0.946670497593873	pass
T2108174144_concoct_bins_bin.43		1.23e-07	3.85e-08	0.718517361330908	A	-1.67572796464434	pass
T2108174144_metabat2_bins_bin.2		1.35e-06	3.23e-07	1.2458093463954	A	-2.06335333724427	pass
T2108174144_metabat2_bins_bin.52		5.08e-07	5.38e-07	2.69402515622581	A	0.0827776757844581	pass
T2108174145_concoct_bins_bin.102		5e-08	1.05e-07	1.5015795077935	A	1.0703893278914	pass
T2108174145_concoct_bins_bin.106		7.48e-08	7.8e-08	0.00647191204591278	A	0.060435853861974	pass
T2108174145_concoct_bins_bin.78		3.68e-08	8.09e-08	1.1331057760139	A	1.13643393637296	pass
T2108174145_maxbin2_bins_bin.34		1.92e-06	3.81e-06	0.947172162917617	A	0.988684686772166	pass
T2108174145_metabat2_bins_bin.44		1.32e-07	1.81e-07	0.568668154441341	A	0.455451767724752	pass
T2108174145_metabat2_bins_bin.49		1.18e-07	2.1e-07	0.931041173597444	A	0.831602468304282	pass
T2108174145_metabat2_bins_bin.64		5.43e-07	1.78e-07	0.196280796396209	A	-1.60907495683796	pass
T2108174145_metabat2_bins_bin.65		2.71e-08	2.22e-08	0.365789798250411	A	-0.287733175003766	pass
T2108174145_metabat2_bins_bin.81		6.2e-08	1.67e-07	1.48145867411235	A	1.42950798208718	pass
T2108174146_concoct_bins_bin.57		1.55e-07	3.86e-08	1.35391639715964	A	-2.00559546289352	pass
T2108174147_concoct_bins_bin.100		3.65e-06	2.53e-06	0.683152085731572	A	-0.52875907907307	pass
T2108174147_concoct_bins_bin.20		4.26e-08	5.67e-08	1.12431442110205	A	0.412495304716391	pass
T2108174147_maxbin2_bins_bin.53		3.7e-08	6.71e-08	1.46147116823026	A	0.858787495683871	pass
T2108174147_metabat2_bins_bin.104		6.5e-08	1.06e-07	1.22281354889798	A	0.705552641534745	pass
T2108174147_metabat2_bins_bin.35		5.6e-08	2.38e-07	1.5833992132876	A	2.08746284125034	pass
T2109198871_concoct_bins_bin.11		8.27e-06	2.65e-05	0.996333864342249	A	1.68003312516665	pass
T2109198871_concoct_bins_bin.19		1.28e-07	2.09e-08	1.92078940387542	A	-2.61456896280648	pass
T2109198873_concoct_bins_bin.6		1.84e-08	2.49e-08	1.45152736746872	A	0.436439976011068	pass
T2109198874_concoct_bins_bin.21	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_F	8.28e-08	2.76e-07	2.6267465844159	A	1.73696559416621	ZANG
T2109198876_concoct_bins_bin.11		1.35e-08	1.82e-08	0.524085063682094	A	0.430979043147865	pass
T2109198876_concoct_bins_bin.21		2.71e-08	1.21e-07	1.28755811086147	A	2.15864229080809	pass
T2109198877_concoct_bins_bin.20		1.01e-06	1.2e-06	0.123418643667561	A	0.248679112856724	pass
T2109198881_concoct_bins_bin.4		3.77e-06	8.34e-06	1.48145867411235	A	1.145482860176	pass
T2109198882_concoct_bins_bin.9		2.62e-08	2.7e-08	0.139872607826881	A	0.0433925955133807	pass
T2109198884_concoct_bins_bin.28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella_A;s__	1.35e-06	5.34e-07	2.78967639604139	A	-1.33804776025064	HAN
T2109198890_concoct_bins_bin.24		2.6e-07	3.01e-07	1.04665310830145	A	0.211251863731248	pass
T2109198891_concoct_bins_bin.15		1.9e-07	1.45e-07	0.178441999628164	A	-0.389946518316014	pass
T2109198891_metabat2_bins_bin.11		1.33e-08	2.13e-08	0.562208477533466	A	0.679427184724649	pass
T2109198897_maxbin2_bins_bin.3		5.51e-08	5.65e-08	0.0879184378632013	A	0.0361985487313926	pass
T2109198907_concoct_bins_bin.10		3.55e-08	3.47e-08	0.0580999970020192	A	-0.0328833618137835	pass
T2109198914_concoct_bins_bin.4		2.96e-08	2.88e-08	0.0803119969437452	A	-0.0395283641866375	pass
T2109198923_concoct_bins_bin.2		3.99e-08	3.55e-08	0.139872607826881	A	-0.168569721830301	pass
T2109198929_concoct_bins_bin.17		4.53e-08	4.02e-08	0.445184229231129	A	-0.172315548867307	pass
T2109198929_concoct_bins_bin.28		4.56e-08	3.84e-08	0.267071875343497	A	-0.247927513443585	pass
T2109198930_concoct_bins_bin.12		1.36e-08	1.46e-08	0.0402777422198949	A	0.102361717629678	pass
T2109198931_concoct_bins_bin.36		1.27e-07	1.01e-07	0.421914970911604	A	-0.330473204020371	pass
T2109198932_concoct_bins_bin.6		1.02e-08	2.45e-08	1.29255437357371	A	1.26421259703107	pass
T2109198933_concoct_bins_bin.2		2.99e-06	3.51e-05	0.344151319584396	A	3.55325364099382	pass
T2109198933_concoct_bins_bin.22		1.35e-08	1.31e-08	0.279487399078571	A	-0.0433925955133807	pass
T2109198934_concoct_bins_bin.13		1.39e-08	1.29e-08	0.0956269928394498	A	-0.107713817300253	pass
T2109198936_concoct_bins_bin.20		2.76e-08	2.34e-08	0.445184229231129	A	-0.238159737194764	pass
T2109198937_concoct_bins_bin.18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella_A;s__Moraxella_A osloensis	2.82e-06	1.09e-06	2.8451009063673	A	-1.37136702762187	HAN
T2109198938_concoct_bins_bin.30		3.93e-08	2.33e-08	0.0130394549465827	A	-0.754199357604326	pass
T2109198940_concoct_bins_bin.35		2.55e-07	8.06e-08	0.156748325829933	A	-1.66164550321825	pass
T2109198943_concoct_bins_bin.21		3.15e-08	3.57e-08	0.169684240581486	A	0.180572245641821	pass
T2109198944_concoct_bins_bin.12		3.41e-08	5.27e-08	1.5015795077935	A	0.628031222613042	pass
T2109198948_concoct_bins_bin.17		5.26e-08	1.08e-07	0.480974534910099	A	1.03789660775853	pass
T2109198955_concoct_bins_bin.34	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus viridans_C	2.13e-07	6.56e-07	3.08689112395412	A	1.62284238439225	ZANG
T2109198956_concoct_bins_bin.20		3.09e-08	1.71e-08	0.00974369254382789	A	-0.853610513018476	pass
T2109198956_metabat2_bins_bin.20		3.2e-08	3.07e-08	0.0690926310253415	A	-0.0598332495171832	pass
T2109198957_concoct_bins_bin.11		3.67e-08	4.24e-08	0.1610336133527	A	0.208284201719987	pass
T2109198958_concoct_bins_bin.17		3.04e-08	2.64e-08	0.103438188906735	A	-0.203533394085132	pass
T2109198958_concoct_bins_bin.23		1.31e-08	1.26e-08	0.0728071364263825	A	-0.0561430780375337	pass
T2109198962_concoct_bins_bin.13		5.87e-08	3.97e-07	1.20461046333595	A	2.75770659892027	pass
T2109198962_concoct_bins_bin.8		1.64e-08	1.5e-08	0.115348575013852	A	-0.128733314122203	pass
T2109198963_concoct_bins_bin.6		1.56e-08	1.64e-08	0.0879184378632013	A	0.0721497857558354	pass
T2109198971_metabat2_bins_bin.13		4.5e-08	5.4e-08	0.493142362184761	A	0.263034405833794	pass
T2109198972_concoct_bins_bin.3		4.69e-08	2.13e-08	0.297139238326924	A	-1.13873449228954	pass
T2109198974_concoct_bins_bin.25		3.81e-08	3.3e-08	0.0728071364263825	A	-0.207324973247506	pass
T2109198974_concoct_bins_bin.57		4.33e-08	4.41e-08	0.0617391299211325	A	0.0264116308307956	pass
T2109198976_metabat2_bins_bin.25		3.76e-08	3.3e-08	0.139872607826881	A	-0.188266637431822	pass
T2109198977_concoct_bins_bin.32		6.96e-08	4.53e-08	0.0197032240618713	A	-0.619576255802493	pass
T2109198978_concoct_bins_bin.19		6.03e-08	5.14e-08	0.899162243422994	A	-0.230389642706207	pass
